id,video_id,classificacao_desc,classificacao_score,created_date,observacoes_ia,nivel_tecnico,intencao_principal,intencao_secundaria,linguagem
8bc06fc9-40e1-4eff-ae9f-ec89330ce306,5N2Ma3WkAdQ,superficial,0.90,2025-06-21 17:23:10.644609+00,"Vídeo curto, com conteúdo leve e simples, focado em entretenimento e uso de IA em animação dançante.",0.1,entretenimento,nenhuma,neutra
8c1231d2-9daf-4942-a974-5b68010a4ef5,UBSSojrRlvg,clickbait,0.90,2025-06-21 19:57:31.905027+00,"Título promete facilidade sem investimento, vídeo curto e viral indica conteúdo superficial e apelativo à curiosidade.",0.1,motivacional,entretenimento,sensacionalista
8c771f96-8897-4710-9cdc-f0aeff727103,jGGgg3Cqg4Y,híbrido,0.85,2025-06-21 18:19:28.649148+00,"Vídeo aborda temas técnicos com linguagem clara, visando educação e informação, porém com potencial apelo amplo pelo título e curta duração.",0.65,educacional,informativo,neutra
8c983e18-1988-4d18-821a-20cc0a7a450e,r1O-guROtWQ,superficial,0.90,2025-06-21 18:10:32.310408+00,"Vídeo simplifica conceitos técnicos para leigos, focando em introdução sem detalhamento aprofundado da IA.",0.3,educacional,informativo,neutra
8cb51f83-6987-4c75-b28b-fc30dc601db5,LF9sd-2jCoY,conteúdo técnico,0.95,2025-06-21 17:13:41.778757+00,"Conteúdo profundo e detalhado por doutorando em IA, aborda inteligência artificial e redes neurais com rigor técnico e clareza.",0.9,educacional,informativo,acadêmica
8cc68500-ef4e-4575-893a-eef82e3857ae,EG0wlm-PSrA,conteúdo técnico,0.95,2025-06-21 17:13:41.778757+00,Vídeo detalha conceitos avançados e históricos da IA com linguagem precisa e foco educacional e informativo.,0.9,educacional,informativo,acadêmica
8ceacd40-7122-4ea1-b2ba-0bc60b36d957,A5mz-EriD3E,superficial,0.85,2025-06-21 19:57:31.905027+00,"Vídeo curto reporta ação pontual sem aprofundar aspectos técnicos, focando em notícia simples sobre IA na China.",0.1,informativo,nenhuma,neutra
8d237289-c159-484c-9835-6a10e5d2c805,h3jum_wz4RQ,clickbait,0.92,2025-06-21 17:23:10.644609+00,"Título sugere exagero para atrair cliques, vídeo curto e popular, pouca profundidade técnica no conteúdo apresentado.",0.15,entretenimento,nenhuma,sensacionalista
8d64d4f3-791a-4ba1-b833-8a75f9f348c1,pqO1WeRigq8,híbrido,0.88,2025-06-21 17:13:41.778757+00,"Conteúdo mescla análise técnica moderada com apresentação de produto, equilibrando informação e divulgação comercial de forma clara.",0.65,informativo,comercial,neutra
8e14c12e-bef2-4107-b289-1c06857b0be0,Zxw8QpuZ0ts,superficial,0.95,2025-06-21 17:13:41.778757+00,"Vídeo musical sem conteúdo técnico ou explicativo sobre inteligência artificial, foco em entretenimento e performance artística.",0.05,entretenimento,nenhuma,neutra
8ea0bc21-3f9c-4179-83f4-8b6f83c0fd6c,zUYYBCQAilA,híbrido,0.90,2025-06-21 18:10:32.310408+00,"Vídeo mistura técnicas práticas com oferta comercial, conteúdo claro e direto, mas pouco aprofundado tecnicamente.",0.4,comercial,educacional,neutra
8f6d3c04-2348-4276-8ccc-b1ec2e68d873,btobQO6l80g,híbrido,0.85,2025-06-21 18:19:28.649148+00,"Vídeo aborda impacto da IA no trabalho com insights e dicas, misturando técnica moderada e linguagem acessível para público amplo.",0.55,educacional,informativo,neutra
907e095e-fb97-4782-97c9-08644410eeeb,A9TWPBXi1aA,conteúdo técnico,0.92,2025-06-21 17:23:10.644609+00,"Tutorial detalhado passo a passo para criação de animação 3D usando ferramentas IA gratuitas, focado em ensino prático e processos técnicos.",0.85,educacional,demonstrativo,neutra
90f1cd92-9fe0-47cc-af4d-4b56df14f63c,-r2frc-ycbs,clickbait,0.90,2025-06-21 17:23:10.644609+00,"Vídeo foca em lucro fácil usando IA, linguagem sensacionalista e promessa alta de ganhos rápidos, sem aprofundamento técnico.",0.1,comercial,educacional,sensacionalista
90f797b7-31d3-456e-89a2-bfcb5fe32eef,N3ALQl4odZI,superficial,0.90,2025-06-21 18:10:32.310408+00,"Vídeo curto e divertido, sem análise técnica, focado em humor e efeitos visuais gerados por IA.",0.1,entretenimento,nenhuma,sensacionalista
912433b4-4d44-40ed-8a70-92f6656605cb,gAwuyVyDhxE,híbrido,0.90,2025-06-21 18:10:32.310408+00,Vídeo mistura análise técnica e opinião com tom sensacionalista abordando a competição EUA-China e inovação em IA na China.,0.75,informativo,educacional,sensacionalista
91dd97b8-2486-4563-bfda-ee9d96cfde7c,dH4gxobvr9I,superficial,0.95,2025-06-21 18:10:32.310408+00,"Vídeo curto e animado, focado em humor infantil com IA, sem profundidade técnica ou conteúdo detalhado.",0.1,entretenimento,nenhuma,neutra
91e6a1a4-2cee-4389-8f19-6f2c2108fdcd,HufaFSDsq_s,clickbait,0.90,2025-06-21 18:10:32.310408+00,"Título e descrição prometem ganhos rápidos com IA, foco em chamar atenção e vendas, pouca profundidade técnica real oferecida.",0.1,comercial,motivacional,sensacionalista
922dc9e1-fb2e-4cbb-9f0e-eda228c6ef34,srsBBxhipRw,híbrido,0.90,2025-06-21 18:10:32.310408+00,"Vídeo mistura instruções práticas com promoção e promessa de ganhos, contendo elementos técnicos e motivacionais para monetização.",0.65,comercial,educacional,neutra
92459999-affa-4e92-ac9a-fc6eabeef80d,kJ-cNH_CL5I,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo curto, provável entretenimento com linguagem sensacionalista e conteúdo superficial sobre IA, sem aprofundamento técnico evidente.",0.1,entretenimento,nenhuma,sensacionalista
9290ca05-941a-451b-a7af-5ec168b6926a,KmM6QPzlkaU,superficial,0.90,2025-06-21 18:19:28.649148+00,"Vídeo curto e sem conteúdo técnico, focado em entretenimento com baixa profundidade sobre IA.",0.05,entretenimento,nenhuma,neutra
929759d3-3617-40cc-943c-0c181e7e98d9,O3IdwqWkXEs,híbrido,0.87,2025-06-21 17:13:41.778757+00,"Análise crítica com linguagem sensacionalista aliada a promoções de produtos, apresentando conteúdo intermediário e opinião marcada.",0.45,opinativo,comercial,sensacionalista
930fd809-5bef-493a-a2f8-e0419041f36d,xSHqm8JsqkI,híbrido,0.88,2025-06-21 18:10:32.310408+00,"Explica agentes de IA com detalhes moderados, usa linguagem acessível, e promove links, mesclando técnica e apelo comercial.",0.7,educacional,comercial,neutra
937dfb76-d9c2-453b-8563-665c5fcd7090,sf7dvccCYY0,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo com IA básica e foco em entretenimento, pouca profundidade técnica e linguagem acessível sem detalhes avançados.",0.2,entretenimento,nenhuma,neutra
93b4c29d-8598-4b7c-b348-520066c0af3d,otWSMRvaaqk,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo é musical com tema IA, sem conteúdo técnico ou informativo aprofundado, foco em entretenimento e visualização estética.",0.1,entretenimento,nenhuma,neutra
93d28daa-55a7-4c06-997d-c30084ccc1f2,OIY2tWT3HHI,conteúdo técnico,0.90,2025-06-21 18:10:32.310408+00,"Vídeo explicativo detalhado sobre conceitos e termos essenciais de IA, com abordagem clara e profunda para iniciantes e interessados.",0.85,educacional,informativo,neutra
9406035d-65d5-480f-98ea-db7a35dd27d4,YJijtl-3U9s,superficial,0.90,2025-06-21 18:19:28.649148+00,"Vídeo curto com título chamativo e humor, pouco conteúdo técnico, foca em entreter e atrair cliques.",0.1,entretenimento,nenhuma,sensacionalista
94b57d3d-be02-4ec3-8737-3023e7675f3c,LJ2JSyhXAMg,superficial,0.85,2025-06-21 18:19:28.649148+00,"Conteúdo aborda vagas não substituídas pelo IA com pouca profundidade técnica, focado em informar e educar leigos no assunto.",0.3,informativo,educacional,neutra
94ed8883-8697-4742-8cc1-dc7c94571086,eCikGqudMew,clickbait,0.95,2025-06-21 18:10:32.310408+00,"Título e tags sugestivos, curto e sem conteúdo técnico aparente, claramente visando atrair cliques com linguagem sensacionalista.",0.05,entretenimento,nenhuma,sensacionalista
956ee06f-4b98-47b5-9154-0871c659035c,NNbAsoJ1myY,clickbait,0.90,2025-06-21 17:13:41.778757+00,Título com interrogativo e curta duração indicam conteúdo superficial e atrativo para visualizações rápidas.,0.1,entretenimento,nenhuma,sensacionalista
9581d8dd-5e85-4f06-9b6e-7c22bff42375,KBrUMAvViEo,superficial,0.85,2025-06-21 17:23:10.644609+00,"Vídeo educacional básico focado em perguntas de IA para estudantes do ensino fundamental, com conteúdo acessível e pouco detalhado tecnicamente.",0.3,educacional,nenhuma,neutra
95de4b4f-195e-49ab-8ab2-68b11ec06a36,LGHlcI7YvFk,superficial,0.95,2025-06-21 17:13:41.778757+00,"Vídeo biográfico com conteúdo leve e introdutório, sem foco técnico nem aprofundamento detalhado em IA.",0.2,educacional,entretenimento,neutra
966b19ee-d990-47ab-8576-53912df7aaf2,M2Yg1kwPpts,conteúdo técnico,0.95,2025-06-21 18:10:32.310408+00,Vídeo detalhado explica princípios de AI Agent com profundidade técnica e foco educacional para públicos avançados e estudantes de IA.,0.9,educacional,informativo,acadêmica
96d751c5-2982-4f71-b662-c38b503b36e5,RSoxaPwYQKg,clickbait,0.90,2025-06-21 17:23:10.644609+00,"Vídeo foca em ganhos rápidos com IA, usando linguagem apelativa e pouca profundidade técnica, claramente visando vendas e atrair público.",0.15,comercial,motivacional,sensacionalista
96f45a2b-eb6b-4420-b390-bb7bb9db96f8,LEJGFnjIWmQ,híbrido,0.90,2025-06-21 17:13:41.778757+00,"Vídeo foca em monetização com IA, usa ferramentas gratuitas e detalha processos, mas prioriza ganhos financeiros.",0.65,comercial,educacional,neutra
9788575a-d63e-45b4-a10d-562e275ae4e5,W7_SAQA6DtE,híbrido,0.88,2025-06-21 18:10:32.310408+00,"Explica funcionalidades e riscos da Meta AI com detalhes técnicos e aspectos práticos, combinando informação e tutorial de uso.",0.65,informativo,educacional,neutra
97bcd16a-9266-4119-8d32-ade3d8d75f15,NOgw_ZB1zwM,clickbait,0.90,2025-06-21 17:13:41.778757+00,"Título promete grande impacto sem conteúdo técnico, curto e com poucas interações, típico de clickbait motivacional.",0.1,motivacional,nenhuma,sensacionalista
97d7852f-d5f0-48fe-8346-bf5d52194d90,yh2Rd8To58s,híbrido,0.90,2025-06-21 17:13:41.778757+00,"Curso extenso e detalhado com foco em técnicas e monetização, mistura conteúdo técnico e estratégia comercial.",0.7,educacional,comercial,neutra
98437ef5-b26d-43e7-997e-df4919320dc7,YJ5U4meDLCQ,clickbait,0.90,2025-06-21 18:19:28.649148+00,Título exagerado e curta duração indicam foco mais em chamar atenção e vender cursos que conteúdo técnico aprofundado.,0.1,entretenimento,comercial,sensacionalista
9855c6b9-4019-4dde-9710-454fbe58b604,nYDsA6J80e0,clickbait,0.90,2025-06-21 17:13:41.778757+00,"Título foca em ganhar dinheiro com IA, poucos detalhes técnicos; linguagem apelativa para atrair visualizações.",0.1,comercial,motivacional,sensacionalista
988b2a81-4e9d-4fe1-9bae-a1f30b29b172,E8X4pEKxoWI,conteúdo técnico,0.90,2025-06-21 18:10:32.310408+00,"Vídeo detalha uso técnico do Google Gemini com passo a passo, explicando funcionalidades para usuários iniciantes e intermediários.",0.85,educacional,informativo,neutra
98a62dfe-04cc-43ce-b0b5-2892461a6458,dKuPp9VAYs8,superficial,0.95,2025-06-21 17:23:10.644609+00,"Vídeo curto, humorístico e de memes sobre IA, sem aprofundamento técnico ou informativo relevante.",0.05,entretenimento,nenhuma,neutra
98a905e3-38bc-4617-9bee-54d4641f60c6,PDw3Uk9dN9k,conteúdo técnico,0.90,2025-06-21 19:57:31.905027+00,"Tutorial detalhado sobre uso avançado do ChatGPT com explicações claras, focado em aprendizado prático e recursos técnicos.",0.85,educacional,informativo,neutra
98b75a78-c651-4a26-8480-4b7e828636e8,zThuLM3n_7M,híbrido,0.90,2025-06-21 17:23:10.644609+00,"Apresenta conceitos técnicos e níveis de IA com linguagem acessível, mesclando divulgação e explicação técnica detalhada.",0.75,informativo,educacional,neutra
98e674d4-e1fd-4670-a0f8-4bb09b4709a7,Hz-kaiaRVgk,híbrido,0.85,2025-06-21 18:19:28.649148+00,"Vídeo combina demonstração técnica com promoção comercial e conteúdo leve, buscando engajamento e divulgação de plataforma IA.",0.55,comercial,entretenimento,sensacionalista
98f9dba7-b49a-4e2d-b055-177f8e226634,xJiW184KUKI,superficial,0.70,2025-06-21 16:54:07.829199+00,Vídeo de entretenimento com pouca profundidade em IA.,0.2,entretenimento,nenhuma,neutra
9925ccde-1654-4720-a8ef-4bbc9e301bb6,K8PcgQhk_00,superficial,0.85,2025-06-21 18:19:28.649148+00,"Vídeo curto aborda tipos de machine learning de forma simples, sem aprofundar detalhes técnicos complexos.",0.4,educacional,informativo,neutra
992edc3c-fa4b-42ea-88cb-57838b8d65dd,TIr6_Bo8zfg,clickbait,0.90,2025-06-21 18:10:32.310408+00,"Título promete uso extremo do ChatGPT, curta duração e alta visualização indicam conteúdo chamativo e pouco técnico.",0.1,entretenimento,motivacional,sensacionalista
999e2a61-3ce5-4579-97a4-5fcdefb43938,ELdSYXO9ofk,superficial,0.85,2025-06-21 18:10:32.310408+00,Vídeo curto apresenta atividade cultural com pouca profundidade técnica e foco maior em atrair visualizações.,0.25,entretenimento,nenhuma,neutra
99ae281f-8780-4693-aa38-d832764618bb,d8xOlxWZYZA,clickbait,0.90,2025-06-21 18:10:32.310408+00,"Título exagerado e breve duração sugerem foco em chamar atenção, pouca profundidade técnica e linguagem sensacionalista.",0.2,entretenimento,informativo,sensacionalista
99cb435b-fe8f-4e78-b37a-96ed221df326,QAVOAzdbJks,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo com discurso político sobre IA, aborda benefícios e passos gerais, sem aprofundamento técnico ou análises detalhadas.",0.3,informativo,nenhuma,neutra
99e78054-6bb8-473f-84f5-5d02b5ed1460,CmAcro8YblU,conteúdo técnico,0.90,2025-06-21 16:54:07.829199+00,"Vídeo aborda de forma detalhada a origem, conceito e aplicações da Inteligência Artificial, com enfoque educacional e informativo.",0.8,educacional,informativo,neutra
99f3ebb3-92ff-4469-ac51-13a17981c791,49jZSPkMMnc,híbrido,0.90,2025-06-21 17:23:10.644609+00,"Conteúdo instrutivo com explicações claras sobre IA e investimentos, mesclando aspectos técnicos e incentivos financeiros.",0.65,educacional,comercial,neutra
9a0333af-6a93-4689-a899-199a1696fcfc,OxxsFok5oYQ,híbrido,0.90,2025-06-21 18:19:28.649148+00,Vídeo combina tutorial detalhado com elementos promocionais e linguagem atrativa para criar engajamento e vendas.,0.6,educacional,comercial,neutra
9a2ebada-376b-44fa-b4db-d7480d71bac4,K8V3IZAhNW8,híbrido,0.85,2025-06-21 17:13:41.778757+00,"Vídeo discute avanços do GPT-4o com detalhes e opiniões, equilibrando técnica e acessibilidade para público amplo.",0.7,educacional,informativo,neutra
9a3a7c43-b690-4b5d-a100-36b3d3ac5367,LEOkGXK0cUM,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo muito curto, provável conteúdo rápido e leve, voltado a entretenimento, sem aprofundamento técnico relevante.",0.1,entretenimento,nenhuma,neutra
9a40cfdc-4547-4622-b545-eaa13ef1a930,JlScFsdNzdA,híbrido,0.92,2025-06-21 17:13:41.778757+00,"Aborda temas complexos de IA misturando explicações técnicas e reflexões conceituais, com conteúdo baseado em literatura renomada e contexto futurista.",0.75,educacional,informativo,neutra
9aad16e1-7065-4539-97c8-c5d259c1062d,Kvxy6X_iOQ8,superficial,0.90,2025-06-21 18:22:15.001132+00,"Vídeo divertido e simples, focado em jogo com IA, sem aprofundamento técnico. Comunicação leve e sem complexidade.",0.1,entretenimento,nenhuma,neutra
9ac96c6e-83a4-46e8-9a32-90cb34004b0b,rnPNIhXhuSc,híbrido,0.90,2025-06-21 18:22:15.001132+00,"Vídeo aborda parceria e contexto político-tecnológico, com análise técnica moderada e enfoque informativo e educacional.",0.65,informativo,educacional,neutra
9b03cbb6-34ab-4605-81f1-4b4f40947a2b,zWEV2aE4RMg,híbrido,0.90,2025-06-21 17:23:10.644609+00,"Vídeo mistura dicas práticas detalhadas com apelo promocional, enfocando aprendizado e venda de cursos e ferramentas AI.",0.75,educacional,comercial,neutra
9bf6e730-5ea1-4a0f-a179-821092aa16c8,_-EsnVNUHaI,clickbait,0.90,2025-06-21 17:23:10.644609+00,"Título e descrição apelativos com linguagem alarmista, foco em entretenimento e alerta, pouca profundidade técnica sobre IA.",0.1,entretenimento,alerta/risco,sensacionalista
9c079ecd-e8d0-4561-b304-a064634aac49,vw4ukfulbz0,superficial,0.85,2025-06-21 18:19:28.649148+00,Vídeo curto com explicação básica e tutorial para proteger dados contra uso em IA da Meta.,0.25,educacional,alerta/risco,neutra
9c7e518f-b6ce-4e6a-90e2-439bc3ee5e36,6K2WN2Ix2-0,conteúdo técnico,0.90,2025-06-21 19:57:31.905027+00,"Análise profunda sobre controle e riscos da superinteligência, baseada em referências renomadas e abordagem detalhada e técnica.",0.85,educacional,informativo,acadêmica
9c84331a-29c1-44c4-b4aa-7fa1088b876c,VYOAfpBesMI,clickbait,0.90,2025-06-21 18:19:28.649148+00,"Título sensacionalista curto e viral, sem aprofundamento técnico, com foco em impactar emocionalmente e atrair cliques.",0.1,entretenimento,nenhuma,sensacionalista
9c8d21c9-f575-4eaa-9a19-e38cc5ac7a09,tvdQ4tP-XxI,híbrido,0.88,2025-06-21 17:13:41.778757+00,Vídeo mistura instruções práticas com apresentação promocional do software Gamma AI para criação de PPTs simples e acessíveis.,0.55,educacional,comercial,neutra
9d5fb599-6a7a-453a-afd1-7706c624feee,sN94iaEGoyM,superficial,0.90,2025-06-21 18:19:28.649148+00,Vídeo curto com foco em apresentar funções de IA do Samsung S24 Ultra de forma simples e pouco detalhada.,0.15,informativo,entretenimento,neutra
9d8d753b-9828-41a8-9295-283de274435a,CsIwEXMiRFc,conteúdo técnico,0.92,2025-06-21 18:10:32.310408+00,"Vídeo detalha versões do ChatGPT, funcionalidades e usos práticos com explicações claras e técnicas para iniciantes e profissionais.",0.85,educacional,informativo,neutra
9dca3abb-9733-4663-952e-1fc1b3097f57,ffHfYH9eqDQ,híbrido,0.90,2025-06-21 18:10:32.310408+00,"Vídeo combina demonstração técnica com comparações claras, mas inclui elementos promocionais e linguagem acessível para amplo público.",0.78,educacional,comparativo,neutra
9e2d8eab-b200-4447-9eb3-f08b9670f2c9,OsmXfZDWvg8,superficial,0.85,2025-06-21 17:23:10.644609+00,"Vídeo curto e humorístico sobre IA, com conteúdo leve e linguagem sensacionalista para entretenimento rápido.",0.1,entretenimento,nenhuma,sensacionalista
9e5a71cb-1dc0-457c-bca9-fd846b49ef05,p09yRj47kNM,conteúdo técnico,0.90,2025-06-21 17:23:10.644609+00,"Resumo denso e estruturado do curso técnico de prompt engineering, com links e exemplos práticos para aprendizado aplicado.",0.85,educacional,comercial,neutra
9ee833e7-587e-49b5-a9a4-fe52b8b7913c,vzmDUiDplGo,superficial,0.85,2025-06-21 19:57:31.905027+00,"Vídeo com título e descrição pouco técnicos, foco em diário pessoal, sugere conteúdo leve e de entretenimento superficial.",0.2,entretenimento,nenhuma,neutra
9f012954-7bd4-4252-ac33-5184c2abe5cc,q5K3MOxrQJU,clickbait,0.90,2025-06-21 19:57:31.905027+00,"Título e descrição apelativos focam em viralização e venda, com conteúdo técnico muito superficial ou ausente.",0.25,comercial,entretenimento,sensacionalista
9f08c787-b328-40d8-908d-6053141af1e9,DYYDxLIUASE,superficial,0.90,2025-06-21 18:10:32.310408+00,"Vídeo focado em quiz divertido e memes, sem aprofundamento técnico, intenção principal é entreter o público leigo.",0.1,entretenimento,nenhuma,neutra
9fcce5dd-645c-4f7e-b0e9-8ef1c99c411a,W96zBFEqTDY,superficial,0.90,2025-06-21 18:22:15.001132+00,"Vídeo aborda riscos da IA para crianças de forma geral e introdutória, sem aprofundar aspectos técnicos complexos.",0.25,informativo,alerta/risco,neutra
9fe7fe63-b557-418f-82d7-db78427b00fc,b8Snx4pgy3M,híbrido,0.90,2025-06-21 19:57:31.905027+00,"Vídeo mistura explicações técnicas e dicas de uso prático, voltado a iniciantes e usuários avançados de IA Gemini.",0.75,educacional,informativo,neutra
9ffc8450-80cc-471b-a32e-54a79f77cb82,FyyUVBi1YhQ,superficial,0.90,2025-06-21 18:19:28.649148+00,"Vídeo curto com abordagem simples sobre uso de IA na educação, foco em promoção e conteúdo leve para público geral.",0.1,educacional,comercial,neutra
a0866edd-20d0-423d-8a8c-567bb0fca7e5,fN-SuSLysHA,híbrido,0.85,2025-06-21 17:13:41.778757+00,"Conteúdo mistura conversa descontraída sobre IA com insights empresariais e saúde mental, sem aprofundar tecnicamente demais.",0.45,entretenimento,informativo,neutra
a09ce4c6-17e9-4c1b-a000-22f93aad64b0,0L4XcuOq6sQ,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo curto e pouco relacionado à IA, foco em tema desconexo, dominância de entretenimento e baixa tecnicidade.",0.1,entretenimento,nenhuma,neutra
a0e37b11-8eed-439e-8369-8bd2be31ec81,dvmPvPa5ZaM,híbrido,0.85,2025-06-21 18:19:28.649148+00,Vídeo demonstra evolução e uso do AI PixVerse com conteúdo técnico moderado e tom exploratório para criadores.,0.7,demonstrativo,educacional,neutra
a109f7dc-54db-43b4-b7f1-a658b29dc470,oAvOYpogg7M,híbrido,0.87,2025-06-21 18:10:32.310408+00,"Vídeo combina análises técnicas e contextos futuros, porém com abordagem acessível e generalista sobre impacto da IA no mercado de trabalho.",0.65,educacional,informativo,neutra
a121237b-0c29-4121-869d-663cbca8eefc,kkJOX44nBY0,superficial,0.90,2025-06-21 18:10:32.310408+00,Vídeo curto e simples mostrando evento cultural sem aprofundar aspectos técnicos de IA ou análise detalhada.,0.1,entretenimento,nenhuma,neutra
a18a64dc-e2dc-46e5-808e-03f28502b63c,cz9hA3E6D_0,híbrido,0.90,2025-06-21 17:13:41.778757+00,"Conteúdo detalhado e aprofundado com abordagem documental e informativa, combinando técnica e acessibilidade ao público geral.",0.75,documental,informativo,neutra
a2077df4-d46b-40b2-aa52-7798fa6c0bac,CLtLpYonpwk,híbrido,0.85,2025-06-21 17:23:10.644609+00,"Vídeo mistura debate superficial com elementos de entretenimento e sensacionalismo, focado em atração e discussão leve sobre IA.",0.35,entretenimento,informativo,sensacionalista
a258a700-952b-4ebd-8ca1-a267080900a7,zfRbB0Bx8tc,superficial,0.85,2025-06-21 17:13:41.778757+00,"Vídeo aborda impactos da IA no trabalho de forma geral e acessível, sem aprofundar tecnicalidades complexas.",0.3,informativo,educacional,neutra
a29176ab-9032-481b-aacd-b5b8298711f5,EzcW9L4D9s4,híbrido,0.90,2025-06-21 17:23:10.644609+00,"Vídeo combina tutoriais técnicos com promoção comercial, abordando IA com passo a passo detalhado e links para serviços e comunidade.",0.75,educacional,comercial,neutra
a2c7cc98-eb5a-4d36-9734-766e63dbbaca,hSUTv9vrsIE,superficial,0.85,2025-06-21 18:10:32.310408+00,"Vídeo curto e focado em arte gerada por IA, sem aprofundamento técnico ou explicações detalhadas.",0.1,entretenimento,nenhuma,neutra
a2e3a99f-876e-4084-ae48-6d3f4818053b,tLv82VNaQgk,híbrido,0.85,2025-06-21 17:23:10.644609+00,"Discussão equilibrada entre impacto social e econômico da IA com análise moderada, sem aprofundamento técnico excessivo.",0.65,opinativo,informativo,neutra
a2f635e2-adb4-422e-9b0d-d125b55a1e60,c7uzLI0_b8g,superficial,0.95,2025-06-21 19:57:31.905027+00,"Vídeo infantil focado em aprendizado simples de cores, sem profundidade técnica, usando linguagem divertida e adequada para crianças.",0.1,educacional,entretenimento,neutra
a305896a-f89b-45b9-9008-77518dace579,lWvdgMTz_NQ,superficial,0.90,2025-06-21 18:10:32.310408+00,"Vídeo curto e promocional, focado em atrair com facilidade, sem aprofundamento técnico nas capacidades reais da IA.",0.2,comercial,informativo,neutra
a30f0f61-32f2-433a-976d-13dc94aef8a3,4psSYaHNyWU,clickbait,0.95,2025-06-21 18:10:32.310408+00,"Vídeo usa linguagem sensacionalista e título chamativo, com foco em entretenimento e IA de forma superficial e lúdica.",0.1,entretenimento,informativo,sensacionalista
a3174bcb-72ad-43b5-8c3e-dfd5348d05d1,oACp7zuwtME,superficial,0.90,2025-06-21 18:22:15.001132+00,"Vídeo curto com conteúdo superficial, focado em entretenimento e informação básica sobre IA sem aprofundamento técnico.",0.2,entretenimento,informativo,neutra
a32fb742-96b5-4122-b979-d3ce8cb58cc9,IJDZg_aL0D4,superficial,0.90,2025-06-21 18:19:28.649148+00,"Vídeo curto e descontraído mostrando resultado com IA, sem aprofundar conceitos técnicos ou educacionais relevantes.",0.1,entretenimento,nenhuma,neutra
a35f77f7-5245-44cb-bf17-20c18299ad37,oja1mOkGIyY,superficial,0.90,2025-06-21 18:10:32.310408+00,"Vídeo rápido com dicas simples para melhorar estudo, foco em motivação e produtividade, sem aprofundamento técnico significativo.",0.15,motivacional,educacional,neutra
a3b981b1-9a37-490d-b657-068f302a785d,ZViA-Y5AgVQ,conteúdo técnico,0.95,2025-06-21 18:22:15.001132+00,"Vídeo detalha estratégias técnicas e conceitos avançados de IA aplicada em plataformas de dados corporativos, com linguagem clara e profunda.",0.9,informativo,educacional,neutra
a43c3221-fd60-435d-a2dc-27a4485839be,lTV-xGFpMwg,superficial,0.85,2025-06-21 18:22:15.001132+00,"Vídeo relata feito de IA que pilota avião de caça, mas com pouca profundidade técnica e enfoque mais jornalístico e informativo.",0.3,informativo,nenhuma,neutra
a4a954e5-b011-4911-8645-4193d844e69d,rOoctZdvyro,superficial,0.95,2025-06-21 18:19:28.649148+00,Vídeo curto e humorístico sem conteúdo técnico ou informativo relevante sobre inteligência artificial.,0.1,entretenimento,nenhuma,neutra
a4b069ec-4951-42b8-941e-70f7dfad7c63,Ee-_wGP9tzk,superficial,0.90,2025-06-21 17:13:41.778757+00,"Vídeo curto e popular, com foco em entretenimento e pouco conteúdo técnico, voltado para público geral e diversão.",0.1,entretenimento,nenhuma,neutra
a4bc427f-2996-44be-b170-5d869f2dd1d3,aEgN2s-ziCQ,clickbait,0.95,2025-06-21 18:22:15.001132+00,"Título exagerado e linguagem informal indicam foco em chamar atenção, pouco conteúdo técnico ou aprofundamento sobre IA.",0.1,entretenimento,nenhuma,sensacionalista
a4e2c604-39a7-4460-a683-adce2832e8a4,ww68ARpew0k,superficial,0.90,2025-06-21 17:23:10.644609+00,"Vídeo promocional curto com foco em destacar IA para facilitar o uso, sem aprofundar em aspectos técnicos.",0.2,comercial,informativo,neutra
a53e32c0-b352-4345-957e-59a8b5a3723e,iQVVmsE9_sw,clickbait,0.90,2025-06-21 17:13:41.778757+00,"Título exagerado e vídeo curto com memes, foco em humor e impacto, sem conteúdo técnico aprofundado.",0.1,entretenimento,nenhuma,sensacionalista
a5c97b76-68c0-4a28-8802-55b34974c81f,W1g4mA_YfIs,clickbait,0.90,2025-06-21 18:22:15.001132+00,"Título sensacionalista e curta duração indicam foco em entretenimento, não em explicação técnica.",0.1,entretenimento,nenhuma,sensacionalista
a5d676f7-629f-4b03-a339-380bd8fba2de,d_0Am1rYkyY,clickbait,0.90,2025-06-21 17:23:10.644609+00,"Título e descrição voltados para atrair cliques, com foco comercial e pouca profundidade técnica, linguagem chamativa e persuasiva.",0.15,comercial,educacional,sensacionalista
a651505d-a1d3-46c7-8b20-c724055eef59,ftjHTmyjOcg,híbrido,0.90,2025-06-21 18:22:15.001132+00,"Vídeo combina explicações técnicas com alertas sobre riscos do comportamento emergente de IA, abordando pesquisa e implicações sociais.",0.7,informativo,alerta/risco,neutra
a6846b14-9db0-406b-9260-8dc3f694afb8,nGhrPKpwrF0,clickbait,0.95,2025-06-21 18:19:28.649148+00,"Título e descrição usam urgência exagerada para atrair cliques, pouco aprofundamento técnico, foco em chamar atenção para impacto do IA.",0.2,informativo,entretenimento,sensacionalista
